Course ID,Course Name,Department,Credit Hours,Type
ARC 385S,Structures II,ARC,3,In-Residence
ARC 385T,Topics in Building Construction and Conservation,ARC,3,In-Residence
ARC 386C,Architectural Theory: Contemporary Issues,ARC,3,In-Residence
ARC 386D,Architectural Theory: Historical Overview,ARC,3,In-Residence
ARC 386M,Topics in Architectural Theory,ARC,3,In-Residence
ARC 387F,World Architecture: Origins to 1750,ARC,3,In-Residence
ARC 387G,World Architecture: The Industrial Revolution to the Present,ARC,3,In-Residence
ARC 388R,Topics in the History of Architecture and Historic Preservation,ARC,3,In-Residence
ARC 389,Research in Architecture,ARC,3,In-Residence
ARC 689,Research in Architecture,ARC,6,In-Residence
ARC 189R,Architectural Research,ARC,1,In-Residence
ARC 190C,Architecture Practicum,ARC,1,In-Residence
ARC 390C,Architecture Practicum,ARC,3,In-Residence
ARC 690H,Master's Design Studio--Dual Degree,ARC,6,In-Residence
ARC 391C,"Urban Design History, Theory, and Criticism",ARC,3,In-Residence
ARC 391P,Productions,ARC,3,In-Residence
ARC 392D,Advanced Drawing,ARC,3,In-Residence
ARC 692K,Historic Preservation Studio,ARC,6,In-Residence
ARC 392P,Prototype,ARC,3,In-Residence
ARC 392V,Digital Visualization and the Built Environment,ARC,3,In-Residence
ARC 392W,Wood Design,ARC,3,In-Residence
ARC 694,Architectural Design: Vertical Studio,ARC,6,In-Residence
ARC 394S,Horizontal Studio,ARC,3,In-Residence
ARC 694S,Horizontal Studio,ARC,6,In-Residence
ARC 395C,Mexican Architecture and Urbanism: From Pre-Columbian to Contemporary,ARC,3,In-Residence
ARC 395D,"Frank Lloyd Wright: Design, Method, Theory",ARC,3,In-Residence
ARC 395E,History and Theories of Landscape Architecture I,ARC,3,In-Residence
ARC 395F,History and Theories of Landscape Architecture II,ARC,3,In-Residence
ARC 395G,"The American Home: Identity, Process, and Marketing",ARC,3,In-Residence
ARC 395J,Originality & Tradition in Baroque Rome: Borromini,ARC,3,In-Residence
ARC 395K,"Representing Landscape and Architecture, 1500-2015",ARC,3,In-Residence
ARC 695S,Advanced Architectural Design: Integrative Studio,ARC,6,In-Residence
ARC 696,Advanced Architectural Design,ARC,6,In-Residence
ARC 697,Master's Design Studio,ARC,6,In-Residence
ARC 397K,Doctoral Research in Architecture,ARC,3,In-Residence
ARC 698,Thesis,ARC,6,In-Residence
ARC 398D,Departmental Report,ARC,3,In-Residence
ARC 398R,Master's Report,ARC,3,In-Residence
ARC 398T,Supervised Teaching in Architecture,ARC,3,In-Residence
ARC 399W,Dissertation,ARC,3,In-Residence
ARC 699W,Dissertation,ARC,6,In-Residence
ARC 999W,Dissertation,ARC,9,In-Residence
ARE 102,Introduction to Architectural Engineering,ARE,1,In-Residence
ARE 217,Computer-Aided Design and Graphics,ARE,2,In-Residence
ARE 119S,Topics in Architectural Engineering,ARE,1,In-Residence
ARE 219S,Topics in Architectural Engineering,ARE,2,In-Residence
ARE 319S,Topics in Architectural Engineering,ARE,3,In-Residence
ARE 419S,Topics in Architectural Engineering,ARE,4,In-Residence
ARE 519S,Topics in Architectural Engineering,ARE,5,In-Residence
ARE 619S,Topics in Architectural Engineering,ARE,6,In-Residence
ARE 719S,Topics in Architectural Engineering,ARE,7,In-Residence
ARE 819S,Topics in Architectural Engineering,ARE,8,In-Residence
ARE 919S,Topics in Architectural Engineering,ARE,9,In-Residence
ARE 320K,Introduction to Design I,ARE,3,In-Residence
ARE 320L,Introduction to Design II,ARE,3,In-Residence
ARE 323K,Project Management and Economics,ARE,3,In-Residence
ARE 129S,Topics in Architectural Engineering,ARE,1,In-Residence
ARE 229S,Topics in Architectural Engineering,ARE,2,In-Residence
ARE 329S,Topics in Architectural Engineering,ARE,3,In-Residence
ARE 429S,Topics in Architectural Engineering,ARE,4,In-Residence
ARE 529S,Topics in Architectural Engineering,ARE,5,In-Residence
ARE 629S,Topics in Architectural Engineering,ARE,6,In-Residence
ARE 729S,Topics in Architectural Engineering,ARE,7,In-Residence
ARE 829S,Topics in Architectural Engineering,ARE,8,In-Residence
ARE 929S,Topics in Architectural Engineering,ARE,9,In-Residence
ARE 335,Materials and Methods of Building Construction,ARE,3,In-Residence
ARE 345K,Masonry Engineering,ARE,3,In-Residence
ARE 346N,Building Environmental Systems,ARE,3,In-Residence
ARE 346P,HVAC Design,ARE,3,In-Residence
ARE 358,Cost Estimating in Building Construction,ARE,3,In-Residence
ARE 362L,Structural Design in Wood,ARE,3,In-Residence
ARE 465,Integrated Design Project,ARE,4,In-Residence
ARE 366,"Contracts, Liability, and Ethics",ARE,3,In-Residence
ARE 370,Design of Energy Efficient and Healthy Buildings,ARE,3,In-Residence
ARE 371,Energy Simulation in Building Design,ARE,3,In-Residence
ARE 372,Modeling of Air and Pollutant Flows in Buildings,ARE,3,In-Residence
ARE 376,Building Information Modeling for Capital Projects,ARE,3,In-Residence
ARE 177K,Studies in Architectural Engineering,ARE,1,In-Residence
ARE 277K,Studies in Architectural Engineering,ARE,2,In-Residence
ARE 377K,Studies in Architectural Engineering,ARE,3,In-Residence
ARE 177R,Internship,ARE,1,In-Residence
ARE 377S,Emerging Technology: Survey,ARE,3,In-Residence
ARE 377T,Emerging Technologies: Technical Elective,ARE,3,In-Residence
ARE 679H,Undergraduate Honors Thesis,ARE,6,In-Residence
ARE 381E,Design of Energy Efficient and Healthy Buildings,ARE,3,In-Residence
ARE 382,Independent Studies in Architectural Engineering,ARE,3,In-Residence
ARE 383,Research Studies in Architectural Engineering,ARE,3,In-Residence
ARE 389H,HVAC Design,ARE,3,In-Residence
ARE 389T,Indoor Air Quality: Transport and Control,ARE,3,In-Residence
ARE 389U,Energy Simulation in Building Design,ARE,3,In-Residence
ARE 389V,Modeling of Air and Pollutant Flows in Buildings,ARE,3,In-Residence
ARE 395P,Project Automation,ARE,3,In-Residence
ARE 395Q,Project Controls,ARE,3,In-Residence
ARE 395R,Project Information Systems,ARE,3,In-Residence
ARE 395S,Project Organization,ARE,3,In-Residence
ARE 395T,Project Technology,ARE,3,In-Residence
ARE 395U,General Topics in Construction Engineering and Project Management,ARE,3,In-Residence
ARE 698,Thesis,ARE,6,In-Residence
ARE 398D,Departmental Report,ARE,3,In-Residence
ARE 398R,Master's Report,ARE,3,In-Residence
ARH 301 (TCCN: ARTS 1301),Introduction to the Visual Arts,ARH 301 (TCCN: ARTS,1,In-Residence
ARH 302 (TCCN: ARTS 1303),Survey of Ancient through Medieval Art,ARH 302 (TCCN: ARTS,1,In-Residence
ARH 303 (TCCN: ARTS 1304),Survey of Renaissance through Modern Art,ARH 303 (TCCN: ARTS,1,In-Residence
ARH 304,Issues in Visual Culture,ARH,3,In-Residence
ARH 314,Mexico City: Aztec to Modern,ARH,3,In-Residence
ARH 119Q,Topics in Art History,ARH,1,In-Residence
ARH 219Q,Topics in Art History,ARH,2,In-Residence
ARH 319Q,Topics in Art History,ARH,3,In-Residence
ARH 419Q,Topics in Art History,ARH,4,In-Residence
ARH 519Q,Topics in Art History,ARH,5,In-Residence
ARH 619Q,Topics in Art History,ARH,6,In-Residence
ARH 719Q,Topics in Art History,ARH,7,In-Residence
ARH 819Q,Topics in Art History,ARH,8,In-Residence
ARH 919Q,Topics in Art History,ARH,9,In-Residence
ARH 321,Problems in Art Historical Research,ARH,3,In-Residence
ARH 322,Issues in Exhibitions and Collections of Visual Arts,ARH,3,In-Residence
ARH 325,Art and Archaeology of the Ancient Near East,ARH,3,In-Residence
ARH 326J,The Parthenon Through the Ages,ARH,3,In-Residence
ARH 326K,Myth and Images in the Greek and Roman Mediterranean,ARH,3,In-Residence
ARH 326L,Visual Cultures of the Mediterranean Islands,ARH,3,In-Residence
ARH 326M,Art and Archaeology of Greek Sanctuaries,ARH,3,In-Residence
ARH 327N,Art and Politics in Imperial Rome,ARH,3,In-Residence
ARH 327R,Art in the Lives of Ordinary Romans,ARH,3,In-Residence
ARH 327S,Art and Politics in Republican Rome,ARH,3,In-Residence
ARH 327T,Art in the Age of Hadrian,ARH,3,In-Residence
ARH 327U,"Love, Beauty, and Protection",ARH,3,In-Residence
ARH 328J,"Arts of Islam, 650-1500",ARH,3,In-Residence
ARH 328K,Arts of Islam 1500-Present,ARH,3,In-Residence
ARH 328L,Medieval Middle East History in One Hundred Objects,ARH,3,In-Residence
ARH 328M,Modern Middle East History in One Hundred Objects,ARH,3,In-Residence
ARH 328N,Arabs and Vikings: Art and Culture,ARH,3,In-Residence
ARH 329J,Byzantine Art,ARH,3,In-Residence
ARH 329N,Art and Architecture of Late Antiquity,ARH,3,In-Residence
ARH 129Q,Topics in Art History,ARH,1,In-Residence
ARH 229Q,Topics in Art History,ARH,2,In-Residence
ARH 329Q,Topics in Art History,ARH,3,In-Residence
ARH 429Q,Topics in Art History,ARH,4,In-Residence
ARH 529Q,Topics in Art History,ARH,5,In-Residence
ARH 629Q,Topics in Art History,ARH,6,In-Residence
ARH 729Q,Topics in Art History,ARH,7,In-Residence
ARH 829Q,Topics in Art History,ARH,8,In-Residence
ARH 929Q,Topics in Art History,ARH,9,In-Residence
ARH 329R,Romanesque Art and Architecture,ARH,3,In-Residence
ARH 329T,Art in the Age of Dante and Giotto,ARH,3,In-Residence
ARH 330G,Art at Court: The Gothic Period,ARH,3,In-Residence
ARH 330J,Gothic Cathedral: Amiens,ARH,3,In-Residence
ARH 331J,Art and Experience in Central Italy,ARH,3,In-Residence
ARH 331K,Early Italian Renaissance Art to 1470,ARH,3,In-Residence
ARH 331N,"Later Quattrocento Art, 1470-1500",ARH,3,In-Residence
ARH 331P,Art and the City in Renaissance Italy,ARH,3,In-Residence
ARH 331Q,Art in Medici Florence,ARH,3,In-Residence
ARH 331R,Michelangelo and His World,ARH,3,In-Residence
ARH 331S,"Art, Geology, and Place in Italy",ARH,3,In-Residence
ARH 332K,"Northern Renaissance Art, 1350-1500",ARH,3,In-Residence
ARH 332L,"Northern Renaissance Art, 1500-1600",ARH,3,In-Residence
ARH 333K,Italian Baroque Art,ARH,3,In-Residence
ARH 333L,The Age of Rembrandt and Rubens: Northern Baroque Art,ARH,3,In-Residence
ARH 333M,Rembrandt and Vermeer,ARH,3,In-Residence
ARH 335F,Art and the Moral Law,ARH,3,In-Residence
ARH 335G,Art and Landscape 1778-1908,ARH,3,In-Residence
ARH 335H,Buddhist Traditions and Nineteenth-Century Art,ARH,3,In-Residence
ARH 335J,Nineteenth-Century Art,ARH,3,In-Residence
ARH 335N,"European Art, 1789-1848",ARH,3,In-Residence
ARH 335R,Burne-Jones and Friends,ARH,3,In-Residence
ARH 335T,Goya in Context,ARH,3,In-Residence
ARH 336D,Derek Jarman: Art and Film,ARH,3,In-Residence
ARH 337K,Twentieth-Century European Art to 1940,ARH,3,In-Residence
ARH 338J,Performing Art History,ARH,3,In-Residence
ARH 338L,Art since 1930: Modernism and Mass Modernity,ARH,3,In-Residence
ARH 338M,Art and Culture: 1968 and After,ARH,3,In-Residence
ARH 338N,Sculpture as Model in the Twentieth Century,ARH,3,In-Residence
ARH 338V,Magazine as Archive: View Magazine 1940-1947,ARH,3,In-Residence
ARH 339J,American Art: Colonial Era to the Civil War,ARH,3,In-Residence
ARH 339K,American Art: Civil War to the Armory Show,ARH,3,In-Residence
ARH 339L,Twentieth-Century American Art to the 1950s,ARH,3,In-Residence
ARH 339M,"American Art, 1958-1985",ARH,3,In-Residence
ARH 339N,Painting in America to 1860,ARH,3,In-Residence
ARH 339P,"Painting in the United States, 1860-1913",ARH,3,In-Residence
ARH 339Q,Modernism in American Design and Architecture,ARH,3,In-Residence
ARH 339R,"Art, Art History, and Medicine",ARH,3,In-Residence
ARH 340L,History of Photography,ARH,3,In-Residence
ARH 341D,Contemporary Latinx Visual and Performance Art,ARH,3,In-Residence
ARH 341J,Nineteenth-Century Latin American Art,ARH,3,In-Residence
ARH 341K,Modern Art of Mexico,ARH,3,In-Residence
ARH 341L,Chicano Art Histories and Futures,ARH,3,In-Residence
ARH 341M,Contemporary Mexican Art,ARH,3,In-Residence
ARH 341N,Other Modernities: Latin American Art,ARH,3,In-Residence
ARH 341P,Contemporary Latin American Art,ARH,3,In-Residence
ARH 341Q,Women in Latin American Art,ARH,3,In-Residence
ARH 341R,Apertures: Film and Photography Through Greater Mexico,ARH,3,In-Residence
ARH 341S,Art Cinemas of the Americas,ARH,3,In-Residence
ARH 342J,Introduction to Women's and Gender Studies in the Fine Arts,ARH,3,In-Residence
ARH 344J,Twentieth-Century African American Art,ARH,3,In-Residence
ARH 344L,Art of the Harlem Renaissance,ARH,3,In-Residence
ARH 345J,Contemporary Artists of the African Diaspora,ARH,3,In-Residence
ARH 345K,Contemporary British Artists of the African Diaspora,ARH,3,In-Residence
ARH 345L,Diaspora Visions,ARH,3,In-Residence
ARH 345M,Visual Arts of the Caribbean,ARH,3,In-Residence
ARH 345N,Cinema of the African Diaspora,ARH,3,In-Residence
ARH 346K,Introduction to African Art,ARH,3,In-Residence
ARH 346L,Africana Women's Art,ARH,3,In-Residence
ARH 346M,Visual Cultures of Africa,ARH,3,In-Residence
ARH 347J,Preclassic Mesoamerican Art and Civilization,ARH,3,In-Residence
ARH 347K,Art and Archaeology of Ancient Peru,ARH,3,In-Residence
ARH 347L,Mesoamerican Art and Culture,ARH,3,In-Residence
ARH 347M,Maya Art and Architecture,ARH,3,In-Residence
ARH 347N,Aztec Art and Civilization,ARH,3,In-Residence
ARH 347P,Mesoamerican Writing Systems,ARH,3,In-Residence
ARH 347R,Architecture and Sculpture in the Maya World,ARH,3,In-Residence
ARH 348K,Formation of Indian Art,ARH,3,In-Residence
ARH 348L,Later Indian Art,ARH,3,In-Residence
ARH 348M,The Taj Mahal and the Diversity of Indian Art,ARH,3,In-Residence
ARH 348N,Buddhist Art,ARH,3,In-Residence
ARH 348P,Art in the Himalayas,ARH,3,In-Residence
ARH 349L,Contemporary Chinese Art,ARH,3,In-Residence
ARH 359,Topics in Feminism and Gender,ARH,3,In-Residence
ARH 360L,Topics in the History of Photography,ARH,3,In-Residence
ARH 361,Topics in Latin American and Latinx Art,ARH,3,In-Residence
ARH 361L,Topics in Ancient Near Eastern Art,ARH,3,In-Residence
ARH 362,Topics in Greek and Roman Art,ARH,3,In-Residence
ARH 362R,Topics in the Art of Late Antiquity,ARH,3,In-Residence
ARH 363,Topics in Medieval Art,ARH,3,In-Residence
ARH 364,Topics in Renaissance Art,ARH,3,In-Residence
ARH 365,Topics in Baroque Art,ARH,3,In-Residence
ARH 366J,Topics in Nineteenth-Century Art,ARH,3,In-Residence
ARH 366N,Topics in Twentieth-Century Art,ARH,3,In-Residence
ARH 366P,Topics in Modernism,ARH,3,In-Residence
ARH 367,Topics in the Art of North America,ARH,3,In-Residence
ARH 370,Topics in Pre-Columbian Art,ARH,3,In-Residence
ARH 370J,Study in Guatemala,ARH,3,In-Residence
ARH 372,Topics in the Art of Asia,ARH,3,In-Residence
ARH 373C,Topics in Africana Art,ARH,3,In-Residence
ARH 373D,Topics in Diaspora Art,ARH,3,In-Residence
ARH 373E,Topics in African American Art,ARH,3,In-Residence
ARH 374,Special Topics in the History of Art,ARH,3,In-Residence
ARH 375,Theories and Methods in the History of Art,ARH,3,In-Residence
ARH 376,Reading Tutorial in Art History Problems,ARH,3,In-Residence
ARH 379H,Thesis Course for Departmental Honors,ARH,3,In-Residence
ARH 381,Topics in Latin American and Latinx Art,ARH,3,In-Residence
ARH 381L,Topics in Ancient Near Eastern Art,ARH,3,In-Residence
ARH 382,Topics in Greek and Roman Art,ARH,3,In-Residence
ARH 382R,Topics in the Art of Late Antiquity,ARH,3,In-Residence
ARH 383,Topics in Medieval Art,ARH,3,In-Residence
ARH 384,Topics in Renaissance Art,ARH,3,In-Residence
ARH 385,Topics in Baroque Art,ARH,3,In-Residence
ARH 386G,Topics in Eighteenth-Century Art,ARH,3,In-Residence
ARH 386J,Topics in Nineteenth-Century Art,ARH,3,In-Residence
ARH 386N,Topics in Twentieth-Century Art,ARH,3,In-Residence
ARH 386P,Topics in Modernism,ARH,3,In-Residence
ARH 387,Topics in the Art of North America,ARH,3,In-Residence
ARH 390,Topics in Pre-Columbian Art,ARH,3,In-Residence
ARH 392,Topics in the Art of East Asia,ARH,3,In-Residence
ARH 393C,Topics in Africana Art,ARH,3,In-Residence
ARH 393D,Topics in Diaspora Art,ARH,3,In-Residence
ARH 393E,Topics in African American Art,ARH,3,In-Residence
ARH 394,Special Topics in the History of Art,ARH,3,In-Residence
ARH 395,Art Historical Methods,ARH,3,In-Residence
ARH 396,Advanced Reading Tutorial,ARH,3,In-Residence
ARH 196C,Reading Tutorial,ARH,1,In-Residence
ARH 396C,Reading Tutorial,ARH,3,In-Residence
ARH 396K,Advanced Lecture Tutorial,ARH,3,In-Residence
ARH 396L,Advanced Studies in the History of Latin American Art: Reading Tutorial,ARH,3,In-Residence
ARH 396P,Qualifying Examination Preparation,ARH,3,In-Residence
ARH 397,Doctoral Colloquium,ARH,3,In-Residence
ARH 698,Thesis,ARH,6,In-Residence
ARH 398T,Supervised Teaching in Art History,ARH,3,In-Residence
ARH 399W,Dissertation,ARH,3,In-Residence
ARH 699W,Dissertation,ARH,6,In-Residence
ARH 999W,Dissertation,ARH,9,In-Residence
ARI 310K,Design I,ARI,3,In-Residence
ARI 310L,Design II,ARI,3,In-Residence
ARI 311K,Visual Communication I,ARI,3,In-Residence
ARI 311L,Visual Communication II,ARI,3,In-Residence
ARI 318K,Interiors and Society,ARI,3,In-Residence
ARI 318M,Interior Design History,ARI,3,In-Residence
ARI 320K,Design III--Interiors,ARI,3,In-Residence
ARI 520L,Design IV--Interiors,ARI,5,In-Residence
ARI 221K,Visual Communication III,ARI,2,In-Residence
ARI 324K,Environmental Controls I,ARI,3,In-Residence
ARI 327P,Productions,ARI,3,In-Residence
ARI 328P,Prototype,ARI,3,In-Residence
ARI 130,Interior Design Internship,ARI,1,In-Residence
ARI 530K,Design V--Interiors,ARI,5,In-Residence
ARI 530T,Design VI--Interiors,ARI,5,In-Residence
ARI 434K,Construction II--Interior Materials and Assemblies,ARI,4,In-Residence
ARI 338,Designing for Human Behavior,ARI,3,In-Residence
ARI 350R,Topics in Interior Design Theory,ARI,3,In-Residence
ARI 560R,Advanced Interior Design,ARI,5,In-Residence
ARI 362,Interior Design Practice,ARI,3,In-Residence
ARI 368R,Interior Design History II,ARI,3,In-Residence
ARI 368S,Topics in the History of Architecture and Architectural Interior Design,ARI,3,In-Residence
ARI 279,Interior Design Research,ARI,2,In-Residence
ARI 379,Interior Design Research,ARI,3,In-Residence
ARI 281,Visual Communications,ARI,2,In-Residence
ARI 381D,Architectural Drawing,ARI,3,In-Residence
ARI 381R,Topics in Representation,ARI,3,In-Residence
ARI 381T,Topics in Emerging Technologies,ARI,3,In-Residence
ARI 382,Interior Design Practice,ARI,3,In-Residence
ARI 382D,Mediating Interiors,ARI,3,In-Residence
ARI 384F,"Environmental Control: Heat, Air and Water",ARI,3,In-Residence
ARI 384G,"Environmental Control: Light, Sound and Electricity",ARI,3,In-Residence
ARI 385K,Construction I,ARI,3,In-Residence
ARI 385L,Construction II: Interior Materials and Assemblies,ARI,3,In-Residence
ARI 385T,Topics in Materials and Tectonics,ARI,3,In-Residence
ARI 386K,Seminar in Interior Design,ARI,3,In-Residence
ARI 386M,Topics in Interior Design Theory and Criticism,ARI,3,In-Residence
ARI 388,Designing for Human Behavior,ARI,3,In-Residence
ARI 388K,Interior Design History I,ARI,3,In-Residence
ARI 388L,Interior Design History II,ARI,3,In-Residence
ARI 388R,Topics in Interior Design History,ARI,3,In-Residence
ARI 389,Research in Interior Design,ARI,3,In-Residence
ARI 689,Research in Interior Design,ARI,6,In-Residence
ARI 391P,Productions,ARI,3,In-Residence
ARI 392F,Digital Drawing and Fabrication,ARI,3,In-Residence
ARI 392P,Prototype,ARI,3,In-Residence
ARI 693,Master's Design Studio,ARI,6,In-Residence
ARI 693K,Interior Design Core Studio I,ARI,6,In-Residence
ARI 693L,Interior Design Core Studio II,ARI,6,In-Residence
ARI 693M,Interior Design Core Studio III,ARI,6,In-Residence
ARI 694,Advanced Design: International Studio,ARI,6,In-Residence
ARI 695,Interior Design: Technical Studio,ARI,6,In-Residence
ARI 395D,"Frank Lloyd Wright: Design, Method, Theory",ARI,3,In-Residence
ARI 395G,"The American Home: Identity, Process, and Marketing",ARI,3,In-Residence
